date,model,temperature,cover_story,modus_ponens,modus_tollens,affirming_the_consequent,denying_the_antecedent
2024-02-20~18:25:35,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:36,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:37,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:38,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:39,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:40,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:40,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:41,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:42,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:43,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:43,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:44,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:45,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:46,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:46,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:47,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:49,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:51,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:54,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:25:56,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:01,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:03,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:06,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:08,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:11,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:13,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:15,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:18,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:20,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:22,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:26,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:31,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:35,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:37,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:39,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:41,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:43,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:45,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:47,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:49,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:51,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:54,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:56,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:26:58,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:27:00,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:27:02,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~18:27:03,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:04,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:05,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:05,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:06,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:07,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:07,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:08,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:09,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:10,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:10,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:11,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:12,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:13,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:13,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:14,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:15,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:16,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:16,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:17,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:18,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:19,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:20,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:21,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:21,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:22,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:23,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:23,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:24,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:25,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:28,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:27:30,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:27:31,gpt-4-1106-preview,0.5,task_5.txt,1,0,0,0
2024-02-20~18:27:33,gpt-4-1106-preview,0.5,task_5.txt,1,0,0,0
2024-02-20~18:27:35,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:27:36,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:27:39,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:27:42,gpt-4-1106-preview,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:44,gpt-4-1106-preview,0.5,task_5.txt,1,0,0,0
2024-02-20~18:27:46,gpt-4-1106-preview,0.5,task_5.txt,1,1,0,0
2024-02-20~18:27:49,gpt-4-1106-preview,0.5,task_5.txt,1,0,0,0
2024-02-20~18:27:51,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:27:53,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:27:58,gpt-4-1106-preview,0.5,task_5.txt,1,0,0,0
2024-02-20~18:28:03,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:28:06,gpt-4-1106-preview,0.5,task_5.txt,1,0,0,0
2024-02-20~18:28:08,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:28:11,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:28:14,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:28:16,gpt-4-1106-preview,0.5,task_5.txt,1,1,0,0
2024-02-20~18:28:21,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:28:25,gpt-4-1106-preview,0.5,task_5.txt,1,0,0,0
2024-02-20~18:28:30,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:28:32,gpt-4-1106-preview,0.5,task_5.txt,1,0,0,0
2024-02-20~18:28:35,gpt-4-1106-preview,0.5,task_5.txt,1,1,0,0
2024-02-20~18:28:37,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:28:41,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:28:44,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:28:46,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~18:28:48,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~19:54:57,gpt-3.5-turbo-1106,0.5,task_1.txt,1,0,1,0
2024-02-20~19:54:57,gpt-3.5-turbo-1106,0.5,task_1.txt,1,0,1,0
2024-02-20~19:54:58,gpt-3.5-turbo-1106,0.5,task_1.txt,1,1,0,0
2024-02-20~19:54:59,gpt-3.5-turbo-1106,0.5,task_1.txt,1,0,0,1
2024-02-20~19:54:59,gpt-3.5-turbo-1106,0.5,task_1.txt,0,0,1,1
2024-02-20~19:55:00,gpt-3.5-turbo-1106,0.5,task_1.txt,0,0,1,1
2024-02-20~19:55:01,gpt-3.5-turbo-1106,0.5,task_1.txt,1,0,1,0
2024-02-20~19:55:01,gpt-3.5-turbo-1106,0.5,task_1.txt,1,0,1,0
2024-02-20~19:55:02,gpt-3.5-turbo-1106,0.5,task_1.txt,1,0,1,0
2024-02-20~19:55:03,gpt-3.5-turbo-1106,0.5,task_1.txt,1,0,1,0
2024-02-20~19:55:05,gpt-4-1106-preview,0.5,task_1.txt,0,1,1,0
2024-02-20~19:55:06,gpt-4-1106-preview,0.5,task_1.txt,0,1,1,0
2024-02-20~19:55:08,gpt-4-1106-preview,0.5,task_1.txt,0,1,1,0
2024-02-20~19:55:10,gpt-4-1106-preview,0.5,task_1.txt,0,1,1,0
2024-02-20~19:55:11,gpt-4-1106-preview,0.5,task_1.txt,0,1,1,0
2024-02-20~19:55:14,gpt-4-1106-preview,0.5,task_1.txt,0,1,1,0
2024-02-20~19:55:17,gpt-4-1106-preview,0.5,task_1.txt,0,1,1,0
2024-02-20~19:55:19,gpt-4-1106-preview,0.5,task_1.txt,0,1,1,0
2024-02-20~19:55:21,gpt-4-1106-preview,0.5,task_1.txt,0,1,1,0
2024-02-20~19:55:24,gpt-4-1106-preview,0.5,task_1.txt,0,1,1,0
2024-02-20~19:55:24,gpt-3.5-turbo-1106,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:25,gpt-3.5-turbo-1106,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:26,gpt-3.5-turbo-1106,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:27,gpt-3.5-turbo-1106,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:27,gpt-3.5-turbo-1106,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:28,gpt-3.5-turbo-1106,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:29,gpt-3.5-turbo-1106,0.5,task_2.txt,1,0,1,0
2024-02-20~19:55:30,gpt-3.5-turbo-1106,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:31,gpt-3.5-turbo-1106,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:31,gpt-3.5-turbo-1106,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:33,gpt-4-1106-preview,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:35,gpt-4-1106-preview,0.5,task_2.txt,1,0,1,0
2024-02-20~19:55:36,gpt-4-1106-preview,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:38,gpt-4-1106-preview,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:41,gpt-4-1106-preview,0.5,task_2.txt,1,0,1,0
2024-02-20~19:55:43,gpt-4-1106-preview,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:45,gpt-4-1106-preview,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:46,gpt-4-1106-preview,0.5,task_2.txt,1,0,1,0
2024-02-20~19:55:47,gpt-4-1106-preview,0.5,task_2.txt,1,0,1,0
2024-02-20~19:55:52,gpt-4-1106-preview,0.5,task_2.txt,1,0,0,0
2024-02-20~19:55:53,gpt-3.5-turbo-1106,0.5,task_3.txt,1,1,0,1
2024-02-20~19:55:53,gpt-3.5-turbo-1106,0.5,task_3.txt,1,1,0,1
2024-02-20~19:55:54,gpt-3.5-turbo-1106,0.5,task_3.txt,1,0,1,0
2024-02-20~19:55:55,gpt-3.5-turbo-1106,0.5,task_3.txt,1,1,1,0
2024-02-20~19:55:55,gpt-3.5-turbo-1106,0.5,task_3.txt,1,0,1,1
2024-02-20~19:55:56,gpt-3.5-turbo-1106,0.5,task_3.txt,1,0,1,1
2024-02-20~19:55:57,gpt-3.5-turbo-1106,0.5,task_3.txt,1,0,1,1
2024-02-20~19:55:58,gpt-3.5-turbo-1106,0.5,task_3.txt,1,0,1,0
2024-02-20~19:55:58,gpt-3.5-turbo-1106,0.5,task_3.txt,1,1,1,0
2024-02-20~19:55:59,gpt-3.5-turbo-1106,0.5,task_3.txt,1,0,1,0
2024-02-20~19:56:01,gpt-4-1106-preview,0.5,task_3.txt,1,0,0,0
2024-02-20~19:56:02,gpt-4-1106-preview,0.5,task_3.txt,1,1,0,0
2024-02-20~19:56:04,gpt-4-1106-preview,0.5,task_3.txt,1,0,0,0
2024-02-20~19:56:07,gpt-4-1106-preview,0.5,task_3.txt,1,0,0,0
2024-02-20~19:56:09,gpt-4-1106-preview,0.5,task_3.txt,1,0,0,0
2024-02-20~19:56:13,gpt-4-1106-preview,0.5,task_3.txt,1,0,0,0
2024-02-20~19:56:16,gpt-4-1106-preview,0.5,task_3.txt,1,0,0,0
2024-02-20~19:56:19,gpt-4-1106-preview,0.5,task_3.txt,1,1,0,0
2024-02-20~19:56:21,gpt-4-1106-preview,0.5,task_3.txt,1,1,0,0
2024-02-20~19:56:23,gpt-4-1106-preview,0.5,task_3.txt,1,0,0,0
2024-02-20~19:56:23,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:24,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:25,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:26,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:26,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:27,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:28,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:28,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:29,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:30,gpt-3.5-turbo-1106,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:31,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:34,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:36,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:38,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:41,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:43,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:46,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:49,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:52,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:54,gpt-4-1106-preview,0.5,task_4.txt,1,0,1,0
2024-02-20~19:56:55,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~19:56:56,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~19:56:57,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~19:56:57,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~19:56:58,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~19:56:59,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~19:57:00,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~19:57:01,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~19:57:01,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~19:57:02,gpt-3.5-turbo-1106,0.5,task_5.txt,1,1,0,0
2024-02-20~19:57:04,gpt-4-1106-preview,0.5,task_5.txt,1,1,0,0
2024-02-20~19:57:06,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~19:57:07,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~19:57:09,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~19:57:14,gpt-4-1106-preview,0.5,task_5.txt,1,0,0,0
2024-02-20~19:57:16,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~19:57:17,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~19:57:19,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
2024-02-20~19:57:20,gpt-4-1106-preview,0.5,task_5.txt,1,0,0,0
2024-02-20~19:57:24,gpt-4-1106-preview,0.5,task_5.txt,0,1,0,0
